customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,name,city,region,segment_original
C011772,915,1,65226.97,1,1,1,3,Lost,Balvan Nagy,Lucknow,North,New
C011773,310,5,193913.47000000003,1,1,2,4,Lost,Eshana Din,Pune,West,Occasional
C011774,73,14,253464.86,3,4,3,10,Potential,Ira Yohannan,Jaipur,North,Gold
C011775,43,10,110376.8,4,3,1,8,At Risk,Aahana Pal,Chandigarh,North,Regular
C011776,81,10,240032.74,3,3,2,8,At Risk,Upma Banerjee,Surat,West,Gold
C011777,58,13,353990.98,4,4,3,11,Loyal,Janaki Savant,Nagpur,Central,Regular
C011778,58,10,196714.73,4,3,2,9,Potential,Yutika Rajagopal,Indore,Central,Silver
C011779,215,2,96123.03,2,1,1,4,Lost,Qadim Iyengar,Chennai,South,New
C011780,223,9,278993.77999999997,1,3,3,7,At Risk,Omaja Mangat,Kolkata,East,Occasional
C011781,5,13,343025.37,5,4,3,12,Loyal,Saksham Pingle,Gurgaon,North,Silver
C011782,907,2,15652.14,1,1,1,3,Lost,Dhruv Kala,Chennai,South,New
C011783,110,13,473108.83,3,4,4,11,Loyal,Anamika Mangal,Nagpur,Central,Silver
C011784,73,13,584883.07,3,4,5,12,Loyal,Tanveer Kaur,Ahmedabad,West,Silver
C011785,24,24,829180.3200000001,5,5,5,15,Champions,Victor Grover,Chandigarh,North,Platinum
C011786,331,4,116997.15,1,1,1,3,Lost,Dayamai Raval,Coimbatore,South,Silver
C011787,62,3,364005.18000000005,3,1,3,7,At Risk,Jalsa Sachar,Ahmedabad,West,New
C011788,15,14,315824.48,5,4,3,12,Loyal,Nihal Issac,Mumbai,West,Gold
C011789,56,18,1217639.01,4,5,5,14,Champions,Bishakha Boase,Kochi,South,Silver
C011790,870,1,6553.76,1,1,1,3,Lost,Abdul Vala,Vadodara,West,Occasional
C011791,203,17,634248.55,2,5,5,12,Loyal,Vritti Rama,Bangalore,South,Gold
C011792,111,14,548561.65,3,4,4,11,Loyal,Mahika Vasa,Kolkata,East,Silver
C011793,78,36,1494890.73,3,5,5,13,Champions,Jeet Prasad,Indore,Central,Diamond
C011794,288,10,309990.58,1,3,3,7,At Risk,Tanmayi Sur,Nagpur,Central,Gold
C011795,22,8,312205.51,5,2,3,10,Potential,Lavanya Bose,Delhi,North,Occasional
C011796,119,18,553360.6599999999,2,5,4,11,Loyal,Aishani Bera,Indore,Central,Silver
C011798,292,7,132065.68,1,2,2,5,Lost,Harish Merchant,Jaipur,North,Silver
C011799,198,5,299354.21,2,1,3,6,Lost,Advika Mitra,Visakhapatnam,South,Silver
C011800,187,6,116279.37,2,2,1,5,Lost,Nathan Amble,Surat,West,Regular
C011801,222,9,476430.73,1,3,4,8,At Risk,Avi Behl,Lucknow,North,Gold
C011802,264,2,72129.70999999999,1,1,1,3,Lost,Nathan Khanna,Lucknow,North,Occasional
C011803,27,9,68381.67,4,3,1,8,At Risk,Yashica Majumdar,Kolkata,East,Silver
C011804,16,16,811854.7,5,5,5,15,Champions,Oscar Joshi,Coimbatore,South,Silver
C011805,27,7,191150.62,4,2,2,8,At Risk,Mitali Rau,Surat,West,Regular
C011806,81,15,459357.23,3,5,4,12,Loyal,Ekantika Sachar,Nagpur,Central,Platinum
C011807,401,3,29968.85,1,1,1,3,Lost,Girik Memon,Kochi,South,New
C011808,59,24,1104306.78,4,5,5,14,Champions,Oliver Ahluwalia,Coimbatore,South,Platinum
C011809,61,6,559097.89,3,2,4,9,Potential,Luke Pingle,Bhopal,Central,Regular
C011810,851,1,130330.64,1,1,2,4,Lost,Vedant Sundaram,Coimbatore,South,New
C011811,58,17,379483.45999999996,4,5,3,12,Loyal,Vanya Talwar,Hyderabad,South,Silver
C011812,248,13,556496.04,1,4,4,9,Potential,Pushti Aurora,Kolkata,East,Regular
C011813,246,6,168611.91,1,2,2,5,Lost,Samuel Chad,Bangalore,South,Regular
C011814,145,8,356837.04,2,2,3,7,At Risk,Janani Modi,Kolkata,East,Regular
C011815,35,13,763458.04,4,4,5,13,Champions,Krishna Gandhi,Hyderabad,South,Regular
C011816,106,5,317860.72,3,1,3,7,At Risk,Aachal Atwal,Chennai,South,Occasional
C011817,43,6,151043.17,4,2,2,8,At Risk,Qushi Bali,Chandigarh,North,Occasional
C011818,40,11,373682.64,4,3,3,10,Potential,Jairaj Agate,Bhopal,Central,Silver
C011819,160,6,80100.48999999999,2,2,1,5,Lost,Chaman Sule,Mumbai,West,Silver
C011820,99,15,433960.12000000005,3,5,4,12,Loyal,Zarna Badal,Kolkata,East,Gold
C011821,79,8,169114.50999999998,3,2,2,7,At Risk,Lavanya Sibal,Ahmedabad,West,Silver
C011822,37,14,289929.85,4,4,3,11,Loyal,Aarna Solanki,Lucknow,North,Platinum
C011823,189,3,123416.34000000001,2,1,1,4,Lost,Lucky Mani,Hyderabad,South,Occasional
C011824,12,14,492202.28,5,4,4,13,Champions,Panini Bail,Vadodara,West,Gold
C011825,539,5,305796.01,1,1,3,5,Lost,Rishi Pillay,Pune,West,Regular
C011826,91,10,520850.27,3,3,4,10,Potential,Yashasvi Narain,Coimbatore,South,Regular
C011827,154,10,302339.29,2,3,3,8,At Risk,Naveen Kothari,Ahmedabad,West,Silver
C011828,122,7,315694.5,2,2,3,7,At Risk,Jonathan Boase,Coimbatore,South,Occasional
C011829,182,8,89165.98000000001,2,2,1,5,Lost,Chakradev Sahni,Bangalore,South,Platinum
C011830,9,8,699040.48,5,2,5,12,Loyal,Benjamin Mangal,Mumbai,West,Occasional
C011831,928,1,132235.98,1,1,2,4,Lost,Ekavir Dayal,Surat,West,New
C011832,0,8,249654.58000000002,5,2,3,10,Potential,Madhav Kunda,Hyderabad,South,Regular
C011833,7,10,316089.6,5,3,3,11,Loyal,Yug Das,Nagpur,Central,Regular
C011834,238,18,557385.08,1,5,4,10,Potential,Bhavani Gill,Surat,West,Regular
C011835,11,10,496471.51,5,3,4,12,Loyal,Sneha Tripathi,Hyderabad,South,Regular
C011836,78,6,213706.81,3,2,2,7,At Risk,Vasana Bains,Chennai,South,Occasional
C011837,18,20,817293.79,5,5,5,15,Champions,Idika Ganguly,Kolkata,East,Silver
C011838,22,12,424697.35,5,4,4,13,Champions,Janaki Mital,Mumbai,West,Silver
C011839,19,15,550783.46,5,5,4,14,Champions,Forum Choudhury,Chandigarh,North,Platinum
C011840,130,10,199918.97,2,3,2,7,At Risk,Victor Bhatia,Delhi,North,Silver
C011841,92,8,219201.69,3,2,2,7,At Risk,Mugdha Shukla,Coimbatore,South,Platinum
C011842,77,8,571878.84,3,2,4,9,Potential,Liam Korpal,Chandigarh,North,Silver
C011843,76,4,204207.32,3,1,2,6,Lost,Balhaar Subramaniam,Bangalore,South,Occasional
C011844,36,16,665562.28,4,5,5,14,Champions,Nachiket Bahri,Delhi,North,Silver
C011845,85,6,63501.78,3,2,1,6,Lost,Aarav Devi,Nagpur,Central,Occasional
C011846,23,27,1036918.76,5,5,5,15,Champions,Gautam Kannan,Mumbai,West,Diamond
C011847,36,30,840814.7,4,5,5,14,Champions,Charita Mitter,Chennai,South,Diamond
C011848,41,7,146141.44,4,2,2,8,At Risk,Chavvi Prakash,Kolkata,East,Occasional
C011849,58,12,430071.17,4,4,4,12,Loyal,Upasna Rout,Pune,West,Regular
C011850,32,8,152471.93,4,2,2,8,At Risk,Zarna Banik,Mumbai,West,Silver
C011852,238,3,10696.56,1,1,1,3,Lost,Jonathan Kota,Vadodara,West,Occasional
C011853,252,9,325409.59,1,3,3,7,At Risk,Yatan Brar,Vadodara,West,Occasional
C011854,67,15,511926.93,3,5,4,12,Loyal,Zehaan Kapadia,Chandigarh,North,Diamond
C011855,251,6,233549.99,1,2,2,5,Lost,Hamsini Pal,Surat,West,Regular
C011856,65,20,382550.65,3,5,3,11,Loyal,Laksh Chokshi,Hyderabad,South,Platinum
C011857,7,11,406146.93,5,3,4,12,Loyal,Tamanna Sama,Gurgaon,North,Platinum
C011858,52,7,57991.96,4,2,1,7,At Risk,Manthan Vora,Chennai,South,Regular
C011859,157,13,424760.99,2,4,4,10,Potential,Indrajit Bajaj,Chandigarh,North,Gold
C011860,470,1,229.86,1,1,1,3,Lost,Samesh Edwin,Vadodara,West,New
C011861,21,9,235890.28,5,3,2,10,Potential,Jatin Bhatia,Chandigarh,North,Regular
C011862,153,7,120974.83,2,2,1,5,Lost,Rachit Bajwa,Chennai,South,Regular
C011863,22,22,700784.42,5,5,5,15,Champions,Peter Goyal,Surat,West,Platinum
C011864,535,4,70358.57,1,1,1,3,Lost,Manbir Bail,Jaipur,North,Occasional
C011865,176,10,334736.01,2,3,3,8,At Risk,Yochana Om,Visakhapatnam,South,Occasional
C011866,31,16,290711.83,4,5,3,12,Loyal,Reyansh Narasimhan,Mumbai,West,Silver
C011867,366,3,49444.09,1,1,1,3,Lost,Pranav Karpe,Kolkata,East,Occasional
C011868,348,6,226389.44999999998,1,2,2,5,Lost,Ekavir Pai,Chennai,South,Occasional
C011869,86,5,301159.05,3,1,3,7,At Risk,Kiaan Rout,Jaipur,North,Occasional
C011870,418,5,557548.48,1,1,4,6,Lost,Leena Munshi,Nagpur,Central,Silver
C011871,133,10,917941.5900000001,2,3,5,10,Potential,Upadhriti Khatri,Kochi,South,Regular
C011873,123,10,432307.51,2,3,4,9,Potential,Dalaja Konda,Jaipur,North,Gold
C011874,157,14,389123.0,2,4,4,10,Potential,Hemangini Baral,Indore,Central,Gold
C011875,104,20,887828.6900000001,3,5,5,13,Champions,Chaitanya Mitter,Nagpur,Central,Gold
C011876,8,10,497832.98,5,3,4,12,Loyal,Bhavya Ganesan,Surat,West,Regular
C011877,36,7,63039.35,4,2,1,7,At Risk,Charita Golla,Pune,West,Occasional
C011878,9,25,785690.1,5,5,5,15,Champions,Ekantika Balasubramanian,Delhi,North,Diamond
C011879,339,10,101632.38,1,3,1,5,Lost,Vamakshi Chawla,Visakhapatnam,South,Regular
C011880,49,15,421532.89,4,5,4,13,Champions,Wazir Char,Hyderabad,South,Diamond
C011881,70,16,233666.18,3,5,2,10,Potential,Yash Borde,Nagpur,Central,Regular
C011882,140,6,82955.64,2,2,1,5,Lost,Chanakya Suresh,Kolkata,East,Silver
C011883,151,14,315069.8,2,4,3,9,Potential,Andrew Ghosh,Surat,West,Regular
C011884,154,12,514403.41000000003,2,4,4,10,Potential,Orinder De,Pune,West,Regular
C011885,146,15,518012.46,2,5,4,11,Loyal,Jhalak Contractor,Lucknow,North,Platinum
C011886,0,22,994297.51,5,5,5,15,Champions,Joshua Sunder,Vadodara,West,Platinum
C011887,111,6,210286.60000000003,3,2,2,7,At Risk,Unnati Sarin,Nagpur,Central,Silver
C011888,45,17,649978.45,4,5,5,14,Champions,Yatin Bala,Chandigarh,North,Gold
C011889,11,3,124884.12,5,1,2,8,At Risk,Peter Mahajan,Visakhapatnam,South,New
C011890,612,1,32767.21,1,1,1,3,Lost,Lakshit Setty,Lucknow,North,New
C011891,340,2,21816.920000000002,1,1,1,3,Lost,Rushil Rama,Mumbai,West,New
C011892,769,2,18613.91,1,1,1,3,Lost,Siddharth Nigam,Surat,West,Occasional
C011893,667,2,7473.46,1,1,1,3,Lost,Amrita Padmanabhan,Lucknow,North,New
C011894,54,3,45860.01,4,1,1,6,Lost,Gagan Dhingra,Kochi,South,Occasional
C011895,42,9,259346.02,4,3,3,10,Potential,Vrishti Mann,Gurgaon,North,Occasional
C011896,26,9,398303.74,4,3,4,11,Loyal,Rushil Wable,Hyderabad,South,Regular
C011897,32,13,756506.75,4,4,5,13,Champions,Jonathan Gandhi,Nagpur,Central,Regular
C011898,8,7,637975.52,5,2,5,12,Loyal,Indira Lanka,Jaipur,North,Silver
C011899,137,7,101970.5,2,2,1,5,Lost,Vasana Bhagat,Vadodara,West,Regular
C011900,21,7,96974.86,5,2,1,8,At Risk,Samuel Brahmbhatt,Kolkata,East,Regular
C011901,994,1,12865.46,1,1,1,3,Lost,Bachittar Guha,Chennai,South,Occasional
C011902,86,5,281552.64,3,1,3,7,At Risk,Bhanumati Sankar,Chandigarh,North,Occasional
C011903,23,2,33166.229999999996,5,1,1,7,At Risk,Triya Ganesan,Jaipur,North,New
C011904,37,10,414581.07,4,3,4,11,Loyal,Ekavir Lal,Lucknow,North,Gold
C011905,343,10,353534.87,1,3,3,7,At Risk,Rohan Ganesan,Kochi,South,Regular
C011906,651,7,175289.49000000002,1,2,2,5,Lost,Ekbal Iyer,Pune,West,Regular
C011907,212,8,170914.82,2,2,2,6,Lost,Nachiket Murty,Chennai,South,Occasional
C011908,69,5,207393.22,3,1,2,6,Lost,Ekantika Varty,Ahmedabad,West,Occasional
C011909,272,8,193175.55,1,2,2,5,Lost,Zilmil Mammen,Vadodara,West,Regular
C011910,38,14,324787.17,4,4,3,11,Loyal,Jhalak Bandi,Pune,West,Silver
C011911,358,4,57647.7,1,1,1,3,Lost,Umang Pandit,Pune,West,New
C011913,150,4,11010.91,2,1,1,4,Lost,Praneel Dhar,Pune,West,Occasional
C011914,24,14,423401.39,5,4,4,13,Champions,Eta Kuruvilla,Coimbatore,South,Silver
C011915,903,2,7046.06,1,1,1,3,Lost,Krishna Bora,Coimbatore,South,New
C011916,228,6,280659.44,1,2,3,6,Lost,Jyoti Narula,Surat,West,Occasional
C011917,3,9,225241.55,5,3,2,10,Potential,Eiravati Krishnamurthy,Chennai,South,Silver
C011919,44,11,359772.32999999996,4,3,3,10,Potential,Warhi Vyas,Ahmedabad,West,Gold
C011920,79,19,773721.65,3,5,5,13,Champions,Ubika Din,Visakhapatnam,South,Platinum
C011921,32,7,284528.74,4,2,3,9,Potential,Libni Krishnamurthy,Surat,West,Regular
C011922,8,17,343774.77,5,5,3,13,Champions,Jagrati Joshi,Lucknow,North,Platinum
C011923,135,3,31446.37,2,1,1,4,Lost,Nachiket Menon,Indore,Central,New
C011924,98,5,143353.08000000002,3,1,2,6,Lost,Baljiwan Dara,Chennai,South,Regular
C011925,35,16,428527.4,4,5,4,13,Champions,Yatan Bandi,Ahmedabad,West,Platinum
C011926,129,18,787959.29,2,5,5,12,Loyal,Charvi Sharma,Hyderabad,South,Regular
C011927,161,4,303788.69,2,1,3,6,Lost,Jonathan Thakkar,Chandigarh,North,Regular
C011928,41,13,274817.15,4,4,3,11,Loyal,Chakradhar Varughese,Bangalore,South,Platinum
C011929,7,3,72777.62,5,1,1,7,At Risk,Quincy Krish,Nagpur,Central,Occasional
C011930,32,22,960257.85,4,5,5,14,Champions,Wishi Nayar,Nagpur,Central,Diamond
C011931,205,8,92357.6,2,2,1,5,Lost,Nandini Pandya,Indore,Central,Occasional
C011932,30,11,268909.63,4,3,3,10,Potential,Osha Mander,Visakhapatnam,South,Platinum
C011933,42,12,675172.3200000001,4,4,5,13,Champions,Rachana Varughese,Vadodara,West,Platinum
C011934,2,11,151992.03999999998,5,3,2,10,Potential,Jairaj Dalal,Mumbai,West,Silver
C011935,48,14,650123.24,4,4,5,13,Champions,Om Dugar,Ahmedabad,West,Regular
C011936,56,7,192019.27,4,2,2,8,At Risk,Vedhika Chauhan,Chandigarh,North,Occasional
C011937,56,12,418117.31,4,4,4,12,Loyal,Samar Badami,Lucknow,North,Silver
C011938,215,4,48524.92999999999,2,1,1,4,Lost,Atharv Sarkar,Gurgaon,North,Regular
C011939,137,8,169359.13,2,2,2,6,Lost,Matthew Hayre,Coimbatore,South,Regular
C011940,468,6,97841.62,1,2,1,4,Lost,Yashodhara Bobal,Pune,West,Silver
C011941,20,7,535091.62,5,2,4,11,Loyal,Maanas Doctor,Nagpur,Central,Occasional
C011942,21,10,240020.7,5,3,2,10,Potential,Ganga Mistry,Hyderabad,South,Occasional
C011943,203,19,719328.54,2,5,5,12,Loyal,Prisha Jayaraman,Bangalore,South,Silver
C011944,28,17,628626.3,4,5,5,14,Champions,Bachittar Ghosh,Ahmedabad,West,Regular
C011945,624,2,100240.70999999999,1,1,1,3,Lost,Charvi Date,Jaipur,North,New
C011946,117,13,475908.46,2,4,4,10,Potential,Jai Sandhu,Kolkata,East,Silver
C011947,396,1,3101.53,1,1,1,3,Lost,Nikita Peri,Lucknow,North,Occasional
C011948,43,11,170675.73,4,3,2,9,Potential,Dayita Natarajan,Delhi,North,Regular
C011949,399,5,319615.83,1,1,3,5,Lost,Krishna Natt,Jaipur,North,Regular
C011950,80,6,253486.42,3,2,3,8,At Risk,Urmi Sankar,Lucknow,North,Occasional
C011951,158,10,169165.25000000003,2,3,2,7,At Risk,Oviya Dash,Pune,West,Regular
C011952,87,10,300340.67,3,3,3,9,Potential,Naveen Apte,Lucknow,North,Regular
C011953,45,6,205588.25,4,2,2,8,At Risk,Megha Prabhu,Visakhapatnam,South,Regular
C011954,79,1,813.74,3,1,1,5,Lost,Chaman Gandhi,Mumbai,West,New
C011955,207,6,285910.49,2,2,3,7,At Risk,Urvashi Bir,Surat,West,Regular
C011956,205,7,164787.08000000002,2,2,2,6,Lost,Bina Mandal,Vadodara,West,Silver
C011957,77,10,362995.11,3,3,3,9,Potential,Gautam Chandra,Kochi,South,Regular
C011958,167,6,66148.54,2,2,1,5,Lost,Ayaan Ravel,Vadodara,West,Occasional
C011959,19,7,198277.59,5,2,2,9,Potential,Jeevika Choudhury,Kolkata,East,Occasional
C011960,291,17,515641.86,1,5,4,10,Potential,Kalpit Gaba,Visakhapatnam,South,Silver
C011961,290,4,21047.47,1,1,1,3,Lost,Siddharth Barad,Bhopal,Central,New
C011962,84,18,790455.0,3,5,5,13,Champions,Fiyaz Mand,Lucknow,North,Gold
C011963,25,7,178001.52,5,2,2,9,Potential,Jhalak Aurora,Delhi,North,Regular
C011964,112,13,300250.01,3,4,3,10,Potential,Abha Dalal,Delhi,North,Gold
C011965,28,12,369246.97000000003,4,4,3,11,Loyal,Ridhi Chaudry,Vadodara,West,Silver
C011966,70,24,1199317.71,3,5,5,13,Champions,Ubika Kalla,Surat,West,Gold
C011967,28,7,213691.38,4,2,2,8,At Risk,Meera Sridhar,Indore,Central,Occasional
C011968,169,11,668358.4299999999,2,3,5,10,Potential,Jalsa Mammen,Mumbai,West,Regular
C011969,55,10,469776.55,4,3,4,11,Loyal,Wazir Sibal,Visakhapatnam,South,Regular
C011970,39,14,489497.60000000003,4,4,4,12,Loyal,Matthew Golla,Chennai,South,Silver
C011971,165,11,453234.41,2,3,4,9,Potential,Upkaar Balasubramanian,Pune,West,Regular
C011972,172,5,35909.03,2,1,1,4,Lost,Arjun Divan,Ahmedabad,West,Regular
C011973,57,13,487099.29000000004,4,4,4,12,Loyal,Neha Natt,Chennai,South,Platinum
C011975,345,3,35148.71,1,1,1,3,Lost,Nitesh Sani,Kolkata,East,Occasional
C011976,328,2,286229.99,1,1,3,5,Lost,Peter Master,Pune,West,Regular
C011977,253,4,173720.65,1,1,2,4,Lost,Karan Vig,Surat,West,Occasional
C011978,16,23,883678.3099999999,5,5,5,15,Champions,Bishakha Saini,Indore,Central,Gold
C011979,53,15,341768.5,4,5,3,12,Loyal,Vasatika Sidhu,Surat,West,Silver
C011980,79,14,334155.11,3,4,3,10,Potential,Peter Keer,Hyderabad,South,Gold
C011981,91,9,616563.25,3,3,5,11,Loyal,Ekapad Wason,Hyderabad,South,Regular
C011982,145,19,623671.11,2,5,5,12,Loyal,Patrick Khatri,Pune,West,Silver
C011983,240,10,452093.87999999995,1,3,4,8,At Risk,Upma Oza,Gurgaon,North,Regular
C011984,8,6,273915.42000000004,5,2,3,10,Potential,Mohini Bhasin,Vadodara,West,Occasional
C011985,281,16,530710.64,1,5,4,10,Potential,Vrishti Manda,Bangalore,South,Gold
C011986,183,7,671378.52,2,2,5,9,Potential,Darsh Atwal,Lucknow,North,Regular
C011987,67,10,339860.31,3,3,3,9,Potential,Orinder Bajaj,Bhopal,Central,Regular
C011988,52,20,522468.64,4,5,4,13,Champions,Arin Dubey,Bangalore,South,Platinum
C011989,333,4,99170.76,1,1,1,3,Lost,Charvi Rana,Visakhapatnam,South,New
C011990,62,10,312324.19,3,3,3,9,Potential,Vritti Kumer,Coimbatore,South,Silver
C011992,106,13,220078.63999999998,3,4,2,9,Potential,Vasatika Lalla,Kolkata,East,Regular
C011993,331,3,90102.47,1,1,1,3,Lost,Upadhriti Varughese,Surat,West,Regular
C011994,9,10,227223.88,5,3,2,10,Potential,Atharv Barad,Jaipur,North,Regular
C011995,121,11,192904.27,2,3,2,7,At Risk,Radha Behl,Pune,West,Regular
C011996,185,7,278655.02,2,2,3,7,At Risk,Samar Sabharwal,Chennai,South,Regular
C011997,66,9,455385.67000000004,3,3,4,10,Potential,Krisha Ghosh,Visakhapatnam,South,Regular
C011998,835,3,145150.27000000002,1,1,2,4,Lost,Sudiksha Murty,Gurgaon,North,New
C011999,107,13,382236.84,3,4,3,10,Potential,Vivaan Agarwal,Chennai,South,Regular
C012000,100,7,428943.49,3,2,4,9,Potential,Vedhika Narayanan,Hyderabad,South,Regular
C012001,21,11,434443.48,5,3,4,12,Loyal,Tamanna Dani,Nagpur,Central,Silver
C012002,38,20,892773.5499999999,4,5,5,14,Champions,Raagini Dutta,Vadodara,West,Platinum
C012003,87,15,536536.37,3,5,4,12,Loyal,Yahvi Dar,Chandigarh,North,Platinum
C012004,62,7,108603.35,3,2,1,6,Lost,Varenya Banik,Chennai,South,Regular
C012005,298,1,43818.58,1,1,1,3,Lost,Imaran Chaudry,Chandigarh,North,New
C012006,100,6,152501.81,3,2,2,7,At Risk,Gautam Kapur,Jaipur,North,Regular
C012007,47,22,570246.56,4,5,4,13,Champions,Kashvi Dalal,Lucknow,North,Platinum
C012008,20,22,758007.1,5,5,5,15,Champions,Peter Bora,Bangalore,South,Platinum
C012009,1,10,177905.93,5,3,2,10,Potential,Warjas Balasubramanian,Bhopal,Central,Silver
C012010,70,12,767346.88,3,4,5,12,Loyal,Abeer Gala,Delhi,North,Silver
C012011,72,12,376553.48,3,4,3,10,Potential,Yatin Badal,Chennai,South,Silver
C012012,1,13,517185.42000000004,5,4,4,13,Champions,Widisha Karpe,Chandigarh,North,Regular
C012013,33,7,290428.03,4,2,3,9,Potential,Samar Jha,Gurgaon,North,Occasional
C012014,7,20,883732.17,5,5,5,15,Champions,Warinder Chopra,Indore,Central,Gold
C012015,278,5,60173.03,1,1,1,3,Lost,Baghyawati Bal,Chennai,South,Occasional
C012016,224,5,68219.31,1,1,1,3,Lost,Meera Chaudhary,Indore,Central,Regular
C012017,23,16,465896.24,5,5,4,14,Champions,Bhavna Kothari,Mumbai,West,Platinum
C012018,146,10,427184.85,2,3,4,9,Potential,Maanas Borde,Coimbatore,South,Occasional
C012019,238,10,314791.05,1,3,3,7,At Risk,Aradhana Yohannan,Lucknow,North,Platinum
C012020,193,1,11563.78,2,1,1,4,Lost,Omkaar Memon,Lucknow,North,New
C012021,18,23,606844.11,5,5,5,15,Champions,Girindra Dasgupta,Nagpur,Central,Diamond
C012022,87,5,231154.1,3,1,2,6,Lost,Falguni Nagarajan,Nagpur,Central,Occasional
C012023,111,14,436390.02,3,4,4,11,Loyal,Gaurika Nagar,Lucknow,North,Regular
C012024,65,9,292760.48,3,3,3,9,Potential,Harinakshi Tailor,Lucknow,North,Regular
C012025,181,6,314746.67,2,2,3,7,At Risk,Hemangini Luthra,Indore,Central,Occasional
C012026,180,9,266518.94,2,3,3,8,At Risk,Yoshita Khanna,Hyderabad,South,Regular
C012027,166,3,33558.22,2,1,1,4,Lost,Balendra Walla,Kolkata,East,Silver
C012028,126,4,185580.58,2,1,2,5,Lost,Udyati Hayre,Ahmedabad,West,Silver
C012029,61,9,290989.51,3,3,3,9,Potential,Ansh Venkataraman,Kochi,South,Gold
C012030,25,13,182979.13,5,4,2,11,Loyal,Noah Panchal,Coimbatore,South,Regular
C012031,166,9,596160.76,2,3,5,10,Potential,Orinder Bali,Mumbai,West,Regular
C012032,424,3,231783.77000000002,1,1,2,4,Lost,Samesh Patel,Kolkata,East,New
C012033,54,18,680943.18,4,5,5,14,Champions,Maya Chaudhry,Chandigarh,North,Diamond
C012034,43,26,720212.8400000001,4,5,5,14,Champions,Yash Chad,Chandigarh,North,Platinum
C012035,35,9,109008.6,4,3,1,8,At Risk,Udant Mistry,Indore,Central,Regular
C012036,119,12,629208.19,2,4,5,11,Loyal,David Gara,Mumbai,West,Regular
C012037,54,9,256437.53,4,3,3,10,Potential,Aadhya Mishra,Gurgaon,North,Regular
C012038,94,17,598620.13,3,5,5,13,Champions,Omisha Bail,Pune,West,Silver
C012039,94,13,644567.34,3,4,5,12,Loyal,Jack Sathe,Jaipur,North,Silver
C012040,137,12,362948.57,2,4,3,9,Potential,Sai Datta,Hyderabad,South,Silver
C012041,151,15,570526.66,2,5,4,11,Loyal,Faris Wagle,Jaipur,North,Platinum
C012042,10,17,470970.97000000003,5,5,4,14,Champions,Waida Morar,Gurgaon,North,Gold
C012043,19,11,597052.22,5,3,5,13,Champions,Vihaan Trivedi,Chandigarh,North,Silver
C012044,9,30,719213.72,5,5,5,15,Champions,Gaurang Chaudry,Bangalore,South,Diamond
C012045,254,2,22914.42,1,1,1,3,Lost,Ishanvi Wadhwa,Surat,West,New
C012046,68,14,647784.66,3,4,5,12,Loyal,Thomas Dara,Pune,West,Silver
C012047,51,8,517184.71,4,2,4,10,Potential,Ishanvi Vora,Vadodara,West,Regular
C012048,336,7,460447.49,1,2,4,7,At Risk,Farhan Rai,Vadodara,West,Regular
C012049,57,16,744553.36,4,5,5,14,Champions,Charles Nadig,Vadodara,West,Regular
C012050,137,12,701192.0,2,4,5,11,Loyal,Aradhana Sem,Hyderabad,South,Regular
C012051,154,3,11634.380000000001,2,1,1,4,Lost,Udant Sinha,Chennai,South,Occasional
C012052,179,11,804173.49,2,3,5,10,Potential,Lohit Sule,Delhi,North,Regular
C012053,24,6,601488.9,5,2,5,12,Loyal,Libni Seth,Bangalore,South,Occasional
C012054,691,4,324223.6,1,1,3,5,Lost,Peter Keer,Nagpur,Central,Occasional
C012055,101,5,160818.97999999998,3,1,2,6,Lost,Chandran Gour,Hyderabad,South,Occasional
C012056,82,3,27033.5,3,1,1,5,Lost,Oeshi Dada,Gurgaon,North,New
C012057,54,11,379368.72000000003,4,3,3,10,Potential,Maanas Misra,Kochi,South,Regular
C012058,31,19,643047.74,4,5,5,14,Champions,Anirudh Keer,Chennai,South,Gold
C012059,5,18,293375.01,5,5,3,13,Champions,Keya Lad,Coimbatore,South,Silver
C012060,28,17,720324.1900000001,4,5,5,14,Champions,Devika Natarajan,Hyderabad,South,Gold
C012061,5,13,503892.20999999996,5,4,4,13,Champions,Kavya Mistry,Bangalore,South,Silver
C012062,996,1,2448.32,1,1,1,3,Lost,Baljiwan Mistry,Pune,West,New
C012063,49,12,530901.25,4,4,4,12,Loyal,Reva Sathe,Visakhapatnam,South,Gold
C012064,166,9,322278.59,2,3,3,8,At Risk,Inaya Tiwari,Hyderabad,South,Regular
C012065,39,17,812323.75,4,5,5,14,Champions,Vamakshi Wable,Surat,West,Silver
C012066,193,3,199379.5,2,1,2,5,Lost,Avi Narula,Indore,Central,Occasional
C012067,463,3,192484.63,1,1,2,4,Lost,Umang Bhattacharyya,Surat,West,Regular
C012068,22,14,691665.09,5,4,5,14,Champions,Hemani Korpal,Bangalore,South,Regular
C012070,61,14,451338.39,3,4,4,11,Loyal,Hema Roy,Gurgaon,North,Regular
C012071,21,16,514515.17000000004,5,5,4,14,Champions,Tanveer Kara,Pune,West,Gold
C012072,60,14,528385.88,3,4,4,11,Loyal,Dhriti Lall,Hyderabad,South,Gold
C012073,56,10,119373.17000000001,4,3,1,8,At Risk,Indrajit Ghose,Pune,West,Regular
C012074,658,6,278645.7,1,2,3,6,Lost,Nikita Zacharia,Bangalore,South,Gold
C012075,26,10,105098.06,4,3,1,8,At Risk,Ria Sura,Kochi,South,Gold
